Dive Site ID,Lat,Lng,Temp(F),Wind Speed(mph),Record #
23356,21.256967000000003,-158.040083,70.68,4.7,53575
23356,21.2675,-158.03735,70.7,4.7,53576
23356,21.2632,-158.033233,70.7,4.7,53577
24483,21.286972,-157.99825,70.77,4.7,53336
24483,21.286972,-157.99825,70.77,4.7,53337
22669,21.293855999999998,-157.886503,73.22,6.93,53743
22669,21.292503,-157.889558,73.22,6.93,53742
22669,21.297931,-157.884178,73.24,6.93,53744
22669,21.293806,-157.899917,73.22,6.93,53740
22669,21.291117,-157.889614,73.22,6.93,53741
17854,21.299083,-157.869989,73.96,6.93,53747
22415,40.338361,-73.699722,42.33,1.01,15204
16614,38.821771999999996,-74.829433,45.93,16.11,8910
23455,38.840908,-74.837733,45.93,16.11,8911
23455,38.803025,-74.947608,47.41,17.0,8777
23455,38.805506,-74.919508,46.99,17.0,8778
23455,38.806075,-74.920047,46.99,17.0,8779
23455,38.801241999999995,-74.914658,46.99,17.0,8780
23455,38.805496999999995,-74.919169,46.99,17.0,8781
23455,38.816714000000005,-74.915017,46.98,17.0,8782
23455,38.808425,-74.87195799999999,45.95,16.11,8783
23455,38.813097,-74.933639,47.23,17.0,8784
23455,38.816705999999996,-74.92823100000001,46.98,17.0,8785
16614,38.942444,-74.7724,45.9,16.11,12020
23455,38.879539,-74.852675,45.93,16.11,12022
23455,38.929039,-74.853886,45.91,16.11,12023
16526,38.560319,-74.85690600000001,47.35,7.0,12024
23455,38.939667,-74.842722,45.9,16.11,12025
23455,38.886972,-74.94980600000001,46.0,16.11,12032
23455,38.937064,-74.800689,45.9,16.11,12033
23455,38.939339000000004,-74.796864,45.9,16.11,12034
23455,38.924436,-74.883622,45.93,16.11,12035
23455,38.919311,-74.894369,45.93,16.11,12036
23455,38.915444,-74.901178,45.95,16.11,12037
23455,38.910872,-74.90724200000001,45.97,16.11,12038
23455,38.92295,-74.869422,45.93,16.11,12039
18331,38.966456,-74.730003,44.33,16.11,12040
23455,38.922833000000004,-74.85683900000001,45.91,16.11,12041
23455,38.857053,-74.91489399999999,45.97,16.11,12042
23455,38.907036,-74.813119,45.91,16.11,12043
18331,38.960285999999996,-74.68520799999999,44.28,16.11,12044
18331,38.957122,-74.684511,44.28,16.11,12045
18331,38.960811,-74.67792800000001,44.28,16.11,12046
18331,38.968831,-74.683806,44.26,16.11,12048
18331,38.967678,-74.683922,44.26,16.11,12049
18331,38.966986,-74.682311,44.26,16.11,12050
18331,38.960236,-74.688214,44.28,16.11,12051
18331,38.961114,-74.689239,44.28,16.11,12052
18331,38.962131,-74.690264,44.28,16.11,12053
18331,38.961566999999995,-74.691244,44.28,16.11,12054
18331,38.958144,-74.695261,44.29,16.11,12055
18331,38.961556,-74.686711,44.28,16.11,12056
23455,38.894286,-74.889656,45.95,16.11,12058
16614,38.885119,-74.686289,45.91,16.11,12060
16614,38.889311,-74.678997,45.91,16.11,12061
16614,38.894469,-74.668033,45.91,16.11,12063
18331,38.963411,-74.689553,44.28,16.11,12065
18331,38.967428000000005,-74.68512199999999,44.28,16.11,12066
18331,38.968514,-74.685969,44.28,16.11,12067
18331,38.969369,-74.685311,44.28,16.11,12068
18331,38.969939000000004,-74.684081,44.26,16.11,12069
18331,38.970289,-74.685028,44.28,16.11,12070
18331,38.967911,-74.682478,44.26,16.11,12071
18331,38.964028000000006,-74.68754399999999,44.28,16.11,12072
18331,38.972228,-74.685128,44.28,16.11,12074
18331,38.969767,-74.68669399999999,44.28,16.11,12075
16614,38.899710999999996,-74.7765,45.91,16.11,12076
16614,38.884508000000004,-74.793056,45.91,16.11,12077
18331,38.959878,-74.691975,44.28,16.11,12078
23455,38.885436,-74.906864,45.97,16.11,12079
23455,38.883497,-74.90375,45.97,16.11,12080
18331,38.956989,-74.686711,44.28,16.11,12081
16614,38.890381,-74.660947,45.91,16.11,12082
16614,38.867022,-74.698261,45.91,16.11,12084
16614,38.864608000000004,-74.701442,45.91,16.11,12085
16614,38.864961,-74.700233,45.91,16.11,12086
16614,38.866735999999996,-74.6885,45.91,16.11,12087
18331,38.936914,-74.706428,45.9,16.11,12093
16614,38.868181,-74.689764,45.91,16.11,12094
16614,38.880306,-74.67635,45.91,16.11,12095
16614,38.882739,-74.676864,45.91,16.11,12097
16614,38.883669,-74.677719,45.91,16.11,12098
16614,38.883694,-74.678864,45.91,16.11,12099
23455,38.885064,-74.83787199999999,45.93,16.11,12102
23455,38.919194,-74.911889,45.95,16.11,12103
23455,38.918847,-74.914919,45.95,16.11,12104
16614,38.869122,-74.816272,45.93,16.11,12105
16614,38.920744,-74.75289699999999,45.9,16.11,12106
16614,38.862367,-74.699711,45.91,16.11,12107
16614,38.863058,-74.69805,45.91,16.11,12108
16614,38.858556,-74.689278,45.91,16.11,12110
16614,38.858608000000004,-74.68673100000001,45.91,16.11,12111
16614,38.866103,-74.681664,45.91,16.11,12112
23465,38.871611,-74.662122,45.91,16.11,12113
16614,38.891089,-74.659972,45.91,16.11,12114
16614,38.890506,-74.66193100000001,45.91,16.11,12115
16614,38.857966999999995,-74.688128,45.91,16.11,12116
16614,38.859239,-74.686653,45.91,16.11,12117
18331,39.171678,-74.560736,43.93,15.99,11647
18331,39.221621999999996,-74.609436,43.93,15.99,11648
22407,39.241667,-74.358333,42.98,25.28,11654
16502,40.676547,-74.122864,41.99,20.8,10627
16502,40.675519,-74.077225,41.99,5.82,10631
16502,40.656769,-74.134033,42.01,20.8,10635
16502,40.684911,-74.075594,41.99,5.82,10638
16614,38.929119,-74.748147,45.9,16.11,10644
22429,40.455728,-74.085861,41.81,17.0,10650
18327,39.506314,-74.290942,43.39,18.01,11744
18331,39.084697,-74.700994,44.08,16.11,11417
23455,38.947283,-74.83405,45.88,16.11,11418
18331,39.277611,-74.562361,43.14,25.28,11732
18331,39.276861,-74.56398100000001,43.14,25.28,11733
22407,39.3507,-74.431781,43.63,25.28,11734
22407,39.353289000000004,-74.422069,43.63,25.28,11735
22407,39.354661,-74.417289,43.63,25.28,11736
22407,39.384972,-74.390011,43.61,25.28,11737
22407,39.397369,-74.369839,43.61,25.28,11738
22407,39.4081,-74.360061,43.29,25.28,11739
22407,39.411381,-74.355939,43.29,25.28,11740
22407,39.412689,-74.352489,43.3,25.28,11741
22407,39.416278000000005,-74.350861,43.3,25.28,11742
22407,39.420311,-74.347239,43.3,25.28,11743
18331,39.089681,-74.56523100000001,43.93,8.99,11175
23455,38.926667,-74.887778,45.93,16.11,11178
18331,38.961667,-74.685833,44.28,16.11,11186
16614,38.866667,-74.689444,45.91,16.11,11187
22407,39.327758,-74.444456,43.63,25.28,11190
18331,39.045869,-74.757589,44.65,16.11,11192
18327,39.466783,-74.30986700000001,43.38,18.01,11198
22407,39.360696999999995,-74.27726899999999,43.68,18.01,11203
22407,39.34005,-74.310389,43.63,25.28,11204
22407,39.34345,-74.414592,43.63,25.28,11208
22407,39.264889000000004,-74.393333,43.0,25.28,11210
22447,39.475478,-74.183353,43.36,18.01,11212
22410,39.251789,-74.232922,43.68,18.01,11253
16614,38.833147,-74.772494,45.91,16.11,1159
23250,40.641583000000004,-73.24605600000001,39.49,21.92,15114
23250,40.6195,-73.35069399999999,39.38,21.92,15116
18331,39.057128000000006,-74.655567,44.55,8.99,1253
22410,39.200117,-74.249583,43.38,18.01,1288
23472,40.121781,-73.947911,41.52,21.92,6825
23472,40.124003,-73.9318,41.52,21.92,1496
22422,40.172778,-73.88199200000001,41.99,5.99,1508
22432,40.283039,-73.947142,41.9,21.92,1538
22431,40.306533,-73.942261,42.08,13.0,1543
22415,40.338442,-73.699572,42.33,1.01,1551
22429,40.509256,-74.021206,41.79,17.0,2452
22418,40.373585999999996,-73.941969,42.06,1.01,1572
22423,40.4212,-73.86081999999999,42.37,1.01,1585
22423,40.423108,-73.857789,42.37,1.01,1587
22423,40.424170000000004,-73.85994000000001,42.37,1.01,1589
22424,40.428231,-73.863739,42.37,1.01,1594
18327,39.544841999999996,-74.187917,43.07,18.01,1380
23554,40.532111,-73.936444,41.9,5.82,1647
22410,39.049211,-74.36668900000001,44.04,5.99,13581
22407,39.213572,-74.41444399999999,43.0,25.28,13582
22410,38.999836,-74.37915,44.04,18.01,13583
22410,39.050533,-74.361094,44.04,5.99,13584
22410,39.104431,-74.37379399999999,44.04,5.99,13585
18331,38.969406,-74.524167,44.22,16.11,13586
18331,38.994211,-74.543056,44.22,16.11,13587
18331,39.063322,-74.470706,44.02,5.99,13588
18331,39.134021999999995,-74.43220600000001,44.02,15.99,13589
22407,39.217242,-74.367036,42.98,25.28,13590
18331,38.950914000000004,-74.574967,44.22,16.11,13591
18331,38.973378000000004,-74.525728,44.22,16.11,13592
18331,39.104564,-74.514611,43.99,8.99,13593
22430,40.466608,-73.94115,42.12,11.01,12936
22430,40.464622,-73.936611,42.13,1.01,12937
22430,40.462269,-73.940072,42.13,1.01,12938
22430,40.413942,-73.95979399999999,42.03,1.01,12939
22430,40.466069,-73.94095,42.12,11.01,12940
23554,40.530319,-73.859172,41.45,23.04,12942
23554,40.533678,-73.868786,41.54,23.04,12943
23554,40.536639,-73.85633299999999,41.45,23.04,12944
23554,40.530758,-73.834939,41.34,23.04,12945
23554,40.52408,-73.84853000000001,41.36,23.04,12946
23554,40.510631,-73.843869,41.02,23.04,12947
23554,40.509609999999995,-73.85087,41.52,23.04,12948
22424,40.499461,-73.80210600000001,41.0,23.04,12949
23554,40.536111,-73.844667,41.43,23.04,12950
23554,40.536722,-73.84366700000001,41.43,23.04,12951
23554,40.536885999999996,-73.842933,41.43,23.04,12952
23554,40.531833,-73.847444,41.45,23.04,12953
23554,40.537444,-73.835611,41.43,23.04,12954
22429,40.504408000000005,-74.054128,41.77,17.0,12963
22429,40.510342,-74.062481,41.83,14.99,12964
22429,40.513828000000004,-74.033975,41.74,17.0,12965
22429,40.460567,-74.0602,41.79,17.0,12967
22429,40.480892,-74.05328100000001,41.74,17.0,12968
22327,40.0356,-73.992889,41.52,21.92,12982
16703,39.639239,-74.149489,42.94,10.0,12985
22726,39.626089,-74.02766899999999,42.66,20.0,12987
22726,39.56005,-74.10955799999999,43.02,18.01,12988
18327,39.542617,-74.20625,43.09,18.01,12989
18327,39.492967,-74.173303,43.36,18.01,13704
18327,39.492103,-74.239919,43.38,18.01,13705
18327,39.479783000000005,-74.213167,43.38,18.01,13706
18327,39.486647,-74.250553,43.38,18.01,13707
22447,39.476675,-74.16981700000001,43.36,18.01,13708
22447,39.478611,-74.17478299999999,43.36,18.01,13709
22447,39.477278000000005,-74.184569,43.36,18.01,13710
18331,39.047914,-74.662544,44.58,8.99,12528
18331,39.062764,-74.68634200000001,44.56,16.11,12529
18331,39.091639,-74.577517,43.92,8.99,12561
18327,39.499186,-74.1579,43.05,18.01,13275
22407,39.434742,-74.28115,43.32,25.28,13276
18327,39.459886,-74.280197,43.38,18.01,13277
22447,39.4313,-74.217861,43.36,18.01,13278
22447,39.469685999999996,-74.18185799999999,43.36,18.01,13279
22402,39.491825,-74.159219,43.36,18.01,13280
22447,39.473508,-74.172106,43.36,18.01,13281
22447,39.482461,-74.16256899999999,43.36,18.01,13282
22447,39.47395,-74.17235,43.36,18.01,13283
22447,39.44995,-74.19014399999999,43.36,18.01,13284
18327,39.512314,-74.243492,43.11,18.01,13285
22447,39.467292,-74.14555,43.36,18.01,13286
22402,39.491611,-74.126375,43.36,18.01,13287
22402,39.485681,-74.15477800000001,43.36,18.01,13288
22447,39.469491999999995,-74.169975,43.36,18.01,13289
22402,39.485333000000004,-74.146917,43.36,18.01,13290
22402,39.501371999999996,-74.129953,43.36,18.01,13291
22447,39.456878,-74.245836,43.38,18.01,13292
23472,40.144403000000004,-73.931728,41.52,21.92,12863
23472,40.147583000000004,-73.922028,41.63,21.92,12864
23472,40.144778,-73.90673100000001,41.63,21.92,12865
23472,40.141719,-73.886783,41.5,8.01,12866
22644,39.904478000000005,-74.058689,42.3,15.01,12867
22644,39.970833,-73.99,41.88,10.0,12873
18325,40.03075,-74.032981,41.45,21.92,12874
18331,39.048003,-74.61121700000001,44.58,8.99,12875
18331,39.014208,-74.651972,44.19,16.11,12876
18331,38.9933,-74.728889,44.29,16.11,12877
18331,39.073739,-74.709581,44.56,16.11,12878
18331,39.047986,-74.654922,44.56,8.99,12879
18331,39.085728,-74.700283,44.04,16.11,12880
18331,39.041128,-74.62548100000001,44.6,8.99,12881
18331,38.991569,-74.677656,44.24,16.11,12882
18331,39.003275,-74.74244200000001,44.29,16.11,12883
18331,39.122044,-74.69444399999999,43.83,8.99,12884
18331,39.065039,-74.66765600000001,44.08,16.11,12885
18331,38.998078,-74.75836899999999,44.98,16.11,12886
18331,39.028519,-74.733039,44.22,16.11,12887
18331,39.110496999999995,-74.685744,44.01,16.11,12889
18331,39.069221999999996,-74.69000600000001,44.08,16.11,12890
18331,39.080339,-74.690861,44.06,16.11,12891
18331,39.078181,-74.692122,44.06,16.11,12892
18331,39.057128000000006,-74.655567,44.55,8.99,12894
18331,39.014297,-74.651997,44.19,16.11,12895
22434,39.957019,-74.058369,41.63,10.0,12899
22434,39.951858,-74.059169,41.83,19.46,12900
22404,39.75465,-74.02545,42.49,20.0,12904
22418,40.367008,-73.918464,42.06,1.01,9891
22418,40.375089,-73.941322,42.04,1.01,9914
22418,40.375089,-73.941322,42.04,1.01,9916
16614,38.821771999999996,-74.829433,45.93,16.11,9627
22430,40.470819,-73.94099200000001,42.12,11.01,9653
22429,40.48215,-73.95875799999999,42.01,17.0,9656
22429,40.483821999999996,-73.959631,42.01,17.0,9657
22415,40.382756,-73.833658,42.37,1.01,9670
22418,40.348611,-73.94,42.08,1.01,9702
22418,40.384581,-73.947644,42.04,1.01,9703
22424,40.42638,-73.86058,42.37,1.01,9705
22429,40.503333000000005,-74.058611,41.76,17.0,9710
22429,40.485667,-73.980867,41.9,17.0,9714
23554,40.541667,-73.841667,41.43,23.04,9725
16502,40.541771999999995,-73.987914,41.92,5.82,9752
22424,40.43634,-73.90316999999999,42.03,1.01,9765
22430,40.433467,-73.918764,42.03,1.01,9767
23554,40.532139,-73.950319,41.9,5.82,2696
18327,39.491236,-74.260442,43.38,18.01,2755
22432,40.269583000000004,-73.962611,41.88,21.92,15214
22418,40.382311,-73.92595,42.06,1.01,8072
22418,40.376672,-73.945756,42.04,1.01,8077
22418,40.374744,-73.952881,42.06,1.01,8078
22418,40.395889000000004,-73.940861,42.04,1.01,8082
22430,40.439683,-73.931208,42.03,1.01,8086
22390,40.254344,-73.722461,42.33,13.0,7766
22418,40.393917,-73.891772,41.86,1.01,8090
22430,40.473314,-73.936086,42.12,11.01,8092
22422,40.274767,-73.872292,42.31,4.0,8096
17281,40.249497,-73.954044,42.19,21.92,7781
22423,40.426478,-73.835228,42.67,1.01,7515
16614,38.803214000000004,-74.770267,46.47,17.22,8601
16614,38.806569,-74.82946700000001,46.47,17.22,8602
16614,38.810806,-74.729403,46.47,17.22,8603
16614,38.814783,-74.7481,46.45,17.22,8604
22424,40.426392,-73.860575,42.37,1.01,7925
22423,40.426491999999996,-73.858531,42.37,1.01,7926
22423,40.426519,-73.85772800000001,42.37,1.01,7927
22423,40.4166,-73.86774,41.81,1.01,7928
22424,40.426069,-73.877925,41.81,1.01,7929
22424,40.425,-73.87635999999999,41.83,1.01,7930
22424,40.424892,-73.879828,41.83,1.01,7931
22423,40.419897,-73.8598,42.37,1.01,7933
23455,38.823778000000004,-74.933611,46.98,17.0,8242
22423,40.419758,-73.86236099999999,42.37,1.01,7939
22418,40.418541999999995,-73.91420600000001,42.01,1.01,7941
16538,40.568614000000004,-73.16296700000001,39.99,8.01,7703
22424,40.504978,-73.82002800000001,41.02,23.04,4300
23552,40.566769,-73.569572,40.35,23.04,4302
22097,40.837878,-72.476475,40.46,23.04,4304
23554,40.4959,-73.87303,42.28,23.04,4442
23554,40.502994,-73.869258,42.28,23.04,4444
22414,40.071503,-73.9768,41.65,21.92,4278
24561,40.101503,-74.031247,41.52,21.92,4280
22418,40.339389000000004,-73.94375,42.06,1.99,4293
22418,40.349216999999996,-73.936164,42.08,1.01,4294
22430,40.433572,-73.91834399999999,42.03,1.01,4296
22424,40.489005999999996,-73.85580300000001,42.04,23.04,4297
23554,40.500611,-73.881792,42.03,23.04,4298
22424,40.491611,-73.788697,41.0,23.04,4299
22424,40.468167,-73.89291700000001,42.01,10.0,14206
23554,40.52279,-73.8429,41.36,23.04,14393
22424,40.4352,-73.88161,42.03,1.99,14398
22423,40.417759999999994,-73.85986,42.37,1.01,14397
22423,40.42165,-73.8646,42.37,1.01,14401
22424,40.48935,-73.8669,42.58,24.16,14392
23554,40.52148,-73.84792,41.36,23.04,14394
23554,40.52838,-73.85070999999999,41.45,23.04,14396
22424,40.444720000000004,-73.90108000000001,42.03,1.01,14402
21626,30.047717,-85.812331,55.99,1.99,15071
22688,30.193114,-87.644726,53.33,4.0,14308
22688,30.167139000000002,-87.69275,53.76,4.0,14309
22688,30.150333000000003,-87.622972,53.69,10.25,14306
23303,30.324583,-87.364722,52.77,8.05,8786
23411,27.593642,-83.028997,67.68,17.29,8791
23061,27.603889000000002,-82.769444,70.0,1.99,8792
23061,27.617539,-82.65856099999999,72.14,8.05,8796
24256,27.709583000000002,-82.548378,70.68,8.05,8800
24256,27.776166999999997,-82.579306,70.63,8.05,8803
24256,27.771944,-82.516389,71.55,9.17,8807
24256,27.808333,-82.428333,71.26,9.17,8813
24256,27.844583,-82.440972,71.74,9.71,8816
24256,27.879133000000003,-82.54848299999999,71.87,9.17,8846
24256,27.889721999999995,-82.539722,72.01,9.17,8850
23303,30.359444,-87.42277800000001,52.93,8.05,8607
22393,30.359444,-87.464722,52.88,8.05,8608
22393,30.340339,-87.497283,52.97,8.05,8611
22393,30.291867,-87.531092,53.13,8.7,8612
22393,30.302144000000002,-87.500117,52.84,8.05,8671
20565,30.131383000000003,-87.131383,52.34,1.99,8705
22688,30.113516999999998,-87.994872,53.65,3.36,8706
22688,30.111714000000003,-87.981936,53.65,3.36,8707
22688,30.117646999999998,-87.928969,53.67,3.36,8708
22688,30.106675,-87.989058,53.65,3.36,8709
22688,30.135111,-88.009403,53.65,3.36,8710
21632,30.42695,-86.312208,54.97,8.05,8724
21632,30.471419,-86.30613100000001,54.97,8.05,8725
20597,30.287275,-87.280936,52.97,8.05,8733
20597,30.300386,-87.278625,52.97,8.05,8750
22688,30.140394,-88.08063100000001,54.32,3.36,8751
22688,30.136861,-88.041878,53.65,3.36,8754
22688,30.136642,-88.043717,53.65,3.36,8755
22688,30.1362,-88.043708,53.65,3.36,8756
22688,30.134319,-88.0419,53.65,3.36,8757
22393,30.290556,-87.486944,52.84,8.05,8771
22393,30.280556,-87.535556,53.42,8.77,8772
21595,27.601553000000003,-82.868072,69.3,5.01,11656
21595,27.602414000000003,-82.86138100000001,69.3,5.01,11657
23061,27.647764000000002,-82.581953,72.12,8.05,11658
24256,27.722583,-82.53495600000001,70.68,8.05,11659
24256,27.831814,-82.570497,72.03,9.17,11660
24256,27.830525,-82.572475,72.03,9.17,11661
24256,27.834411,-82.567825,72.03,9.17,11662
22688,30.155556,-88.054722,53.65,3.36,11624
22688,30.237556,-88.036222,54.36,3.36,11625
22941,29.921875,-84.211556,55.94,4.0,231
22392,30.393453000000004,-86.790086,55.42,9.17,852
21644,30.294444,-86.66305600000001,54.82,5.82,14784
23678,30.325756,-87.15552199999999,52.56,8.05,757
21654,30.2377,-87.20107800000001,53.71,8.05,758
22941,29.908264000000003,-84.21933299999999,55.94,4.0,775
20581,30.011871999999997,-84.278228,55.87,4.0,776
22392,30.408921999999997,-86.781114,54.82,9.17,778
23175,30.403531,-86.633842,55.02,5.82,785
23303,30.330197,-87.31525,52.77,8.05,7093
23303,30.334542,-87.316008,52.77,8.05,7096
23303,30.341328000000004,-87.310806,52.79,8.05,7097
24169,30.345197,-87.287389,52.79,8.05,7098
24169,30.343946999999996,-87.268069,52.95,8.05,7099
24169,30.367419,-87.269414,52.95,8.05,7104
24169,30.365508000000002,-87.26740799999999,52.95,8.05,7105
22688,29.991456,-87.912253,53.69,4.0,7143
22688,30.297071999999996,-87.744736,54.39,4.0,7154
22688,30.330796999999997,-87.828358,53.65,3.36,7155
21632,30.41685,-86.366664,55.04,8.05,6885
21632,30.451264000000002,-86.396558,54.82,8.05,6886
21632,30.395511,-86.33359200000001,54.99,8.05,6887
21632,30.464641999999998,-86.302722,54.95,8.05,6891
21632,30.486028000000005,-86.25133100000001,54.9,7.11,6893
23411,27.616975,-83.024831,66.2,1.01,7188
21632,30.429364,-86.135217,54.91,7.7,6900
21632,30.393806,-86.11855600000001,53.8,12.75,6902
21632,30.395475,-86.13910600000001,54.28,8.05,6904
21618,30.069091999999998,-85.624925,55.83,12.75,6914
22626,30.275181,-85.834867,54.88,12.75,7229
22626,30.252114000000002,-85.82799399999999,54.97,12.75,7230
22626,30.232816999999997,-85.828992,55.0,12.75,7231
23678,30.342281,-87.151217,52.56,8.05,6918
21621,30.139922,-85.627147,55.9,12.75,6919
21621,30.151033,-85.660483,55.89,12.75,6920
21621,30.153810999999997,-85.65687199999999,55.89,12.75,6921
21621,30.145756,-85.63020300000001,55.9,12.75,6923
22393,30.114008000000002,-87.54619699999999,53.65,11.21,6952
22392,30.386864000000003,-86.7569,54.84,9.17,6960
22941,29.858544000000002,-84.163219,55.98,4.0,6961
22393,30.272144,-87.558314,53.19,8.79,6962
22688,30.175258000000003,-87.684872,53.76,4.0,7065
22688,30.169119,-87.675539,53.76,4.0,7066
21656,30.290478000000004,-87.221358,53.44,8.05,7074
21656,30.296453000000003,-87.216103,52.75,8.05,7077
20594,30.232269,-87.202353,53.71,8.05,7078
22688,30.336892,-87.826061,54.23,3.36,2407
22393,30.143635999999997,-87.568022,53.65,10.65,2030
20581,30.00215,-84.15100000000001,55.98,4.0,2484
23175,30.407581,-86.732247,54.91,9.17,1317
23311,30.391944,-87.23527800000001,52.79,8.05,12460
20597,30.287333,-87.281,52.97,8.05,12466
24169,30.338292,-87.303372,52.77,8.05,12501
23311,30.396389000000003,-87.23525,52.79,8.05,12502
23311,30.398056,-87.237278,52.79,8.05,12503
22688,30.217896999999997,-88.035864,54.34,3.36,13332
22688,30.469056,-87.99875,53.83,3.36,13390
22688,30.111666999999997,-88.031667,53.65,3.36,13391
22688,30.516666999999998,-87.93333299999999,53.89,3.36,13393
24256,27.929111,-82.42868100000001,72.55,8.99,13962
24256,27.930525,-82.429147,72.55,8.99,13963
24256,27.929686,-82.42913100000001,72.55,8.99,13964
24256,27.925456,-82.44736400000001,72.7,9.06,13965
24256,27.791553000000004,-82.503739,71.91,8.05,13968
24256,27.723685999999997,-82.534286,70.68,8.05,13969
21595,27.595675,-82.927269,67.01,16.46,13970
22688,30.297425,-88.09,54.0,3.36,12348
22688,30.298333000000003,-88.08833299999999,54.0,3.36,12349
24256,27.800481,-82.40700600000001,71.6,8.05,13971
24256,27.799419,-82.414381,71.6,8.05,13972
24256,27.919025,-82.425678,72.59,9.06,13973
22688,30.259306,-88.00541700000001,54.34,3.36,12359
22688,30.236528000000003,-88.012575,54.34,3.36,12360
23061,27.551416999999997,-82.738444,72.61,1.99,10271
21595,27.707471999999996,-82.685278,68.92,8.05,10278
24256,27.831066999999997,-82.566889,72.03,9.17,10284
24256,27.817581,-82.573064,72.32,8.05,10285
24256,27.789216999999997,-82.566158,70.93,8.05,10286
23061,27.627528,-82.665889,70.36,8.05,10316
23061,27.626556,-82.67061700000001,70.36,8.05,10317
23061,27.607944,-82.671472,72.39,8.05,10318
23061,27.604642,-82.671447,72.39,8.05,10319
23061,27.611056,-82.676167,72.39,8.05,10320
23061,27.605819,-82.701892,70.36,8.05,10321
23061,27.611167,-82.709556,70.34,8.05,10322
24256,27.787389,-82.554889,72.18,8.05,10287
24256,27.8314,-82.568861,72.03,9.17,10289
24256,27.862992,-82.552564,72.21,8.05,10290
24256,27.781036,-82.503644,71.89,8.05,10291
24256,27.765028000000004,-82.53133299999999,71.87,8.05,10292
24256,27.773919,-82.528789,71.87,8.05,10293
24256,27.774239,-82.528594,71.87,8.05,10294
24256,27.772361,-82.51791700000001,71.55,9.17,10295
24256,27.768483000000003,-82.522522,71.55,9.17,10296
23061,27.700211,-82.549903,71.26,8.05,10297
23061,27.702710999999997,-82.547686,71.26,8.05,10298
24256,27.710331,-82.543508,71.1,8.05,10299
24256,27.724375,-82.53256400000001,70.68,8.05,10300
24256,27.723675,-82.53429200000001,70.68,8.05,10301
24256,27.742353,-82.532303,71.28,8.05,10302
23061,27.698533,-82.560292,71.8,8.05,10303
23061,27.652025,-82.591317,72.32,8.05,10304
23061,27.653216999999998,-82.589881,72.32,8.05,10305
23061,27.708303000000004,-82.60885,70.56,8.05,10306
23061,27.657558,-82.603436,72.32,8.05,10307
23061,27.626706,-82.63808900000001,72.39,8.05,10308
23061,27.628281,-82.64196899999999,72.39,8.05,10309
23061,27.615771999999996,-82.643011,72.39,8.05,10310
23061,27.625591999999997,-82.633794,72.39,8.05,10311
23061,27.625331,-82.632497,72.39,8.05,10312
23061,27.618111,-82.657167,72.14,8.05,10313
23061,27.619871999999997,-82.659389,72.14,8.05,10314
23061,27.621639000000002,-82.665,70.97,8.05,10315
23411,27.606083,-82.975528,66.99,17.09,10039
21595,27.606944,-82.8183,69.3,5.01,10052
21595,27.605389000000002,-82.82115,69.3,5.01,10053
21595,27.739528000000004,-82.611694,70.32,8.05,10056
24256,27.800235999999998,-82.45495799999999,71.74,8.05,10058
24256,27.805944,-82.455444,72.12,8.05,10059
24256,27.807519,-82.476575,72.57,8.05,10060
24256,27.869528000000003,-82.440528,72.37,9.48,10062
24256,27.8795,-82.439361,72.39,9.4,10063
24256,27.788417,-82.591389,70.9,8.05,10065
24256,27.836311,-82.566569,72.34,8.05,10066
19443,27.964108000000003,-82.678264,64.51,6.93,10102
20526,27.955221999999996,-82.70666700000001,64.54,9.17,10103
24256,27.94,-82.538333,72.5,6.93,10106
24256,27.801481,-82.57245,71.4,8.05,10112
24256,27.808489,-82.4529,71.74,8.05,10114
24256,27.8725,-82.458472,72.34,9.6,10116
24256,27.887178000000002,-82.47825,72.79,9.55,10117
24256,27.794444,-82.421667,71.87,8.05,10122
24256,27.756028000000004,-82.47156700000001,71.73,8.05,10126
24256,27.742778,-82.48472199999999,71.73,8.05,10128
21595,27.744444,-82.621528,70.3,8.05,10134
21632,30.447678000000003,-86.42321700000001,54.81,8.05,9434
20649,27.505444,-82.554839,71.62,9.17,10143
21595,27.600669,-82.893108,69.3,5.01,9832
24256,27.942875,-82.45903100000001,72.93,9.04,10186
24256,27.874167,-82.59277800000001,72.34,8.05,10193
20652,29.905206,-84.429064,55.89,4.0,3474
20652,29.604103000000002,-84.953519,57.2,6.93,3007
22688,30.294381,-87.75081899999999,54.39,4.0,3498
22688,30.296567,-87.74848100000001,54.39,4.0,3499
22688,30.294658000000002,-87.748042,54.39,4.0,3500
22688,30.295756,-87.745,54.39,4.0,3501
22688,30.2952,-87.74305600000001,54.39,4.0,3502
22688,30.296046999999998,-87.74220799999999,54.39,4.0,3503
22688,30.2852,-87.75331899999999,54.39,4.0,3504
22688,30.286596999999997,-87.75193900000001,54.39,4.0,3505
22688,30.288256,-87.74998599999999,54.39,4.0,3506
22688,30.289921999999997,-87.73915799999999,54.39,4.0,3507
22688,30.2805,-87.734158,54.41,4.0,3508
22688,30.277721999999997,-87.730556,54.41,4.0,3509
22688,30.274644,-88.096664,53.64,11.45,3517
22688,30.270494,-88.102775,53.64,11.45,3519
22688,30.418808000000002,-88.061386,53.13,9.19,3561
22688,30.411308000000002,-88.05833100000001,53.13,9.35,3563
22688,30.387419,-88.07333100000001,53.13,9.57,3564
22688,30.297421999999997,-87.750833,54.39,4.0,3497
