Dive Site ID,Dive Site Name,Distance,Lat,Lng,Record #
24080,Charlotte Amalie,1.44,18.306406,-64.978033,9796
22975,Captains Reef USVI,0.93,18.31255,-64.958628,9797
22975,Captains Reef USVI,1.03,18.317111,-64.965411,9800
22975,Captains Reef USVI,1.13,18.314322,-64.965356,9801
22975,Captains Reef USVI,0.15,18.325656,-64.95003299999999,9804
23852,Frederiksted Pier,0.25,17.712502999999995,-64.887675,2504
23852,Frederiksted Pier,0.26,17.712585999999995,-64.887869,2505
18501,Figure Eight Reef,7.73,18.468,-65.969611,2893
18501,Figure Eight Reef,8.77,18.440057,-65.956165,2916
22975,Captains Reef USVI,1.87,18.340286,-64.928678,8562
22975,Captains Reef USVI,1.22,18.330719,-64.934475,8564
22975,Captains Reef USVI,1.24,18.331256,-64.934308,8565
22975,Captains Reef USVI,1.24,18.331256,-64.934308,8566
22975,Captains Reef USVI,1.34,18.3349,-64.968756,8568
22975,Captains Reef USVI,1.33,18.334225,-64.934392,8569
22975,Captains Reef USVI,1.36,18.329008,-64.93155,8548
22975,Captains Reef USVI,1.33,18.335567,-64.93525600000001,8570
22975,Captains Reef USVI,1.3,18.334939,-64.93540300000001,8571
22975,Captains Reef USVI,1.29,18.336333,-64.936667,8572
