Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
12868,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.106667,-73.951111,Med
12872,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.966667,-74.018889,Low
12888,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.998544,-74.76491899999998,High
12893,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.0699,-74.67066899999998,High
12896,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.992225,-74.709625,High
12897,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.056458,-73.99261899999998,High
12901,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.801786,-74.067911,Poor
12902,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.775289,-74.084119,Poor
12903,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.773333,-74.083333,Low
12905,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.741667,-74.076667,Low
12906,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.736786,-74.0568,Low
9701,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.396775,-73.857911,Low
10400,ELEANOR WARREN,"Wreck - Submerged, dangerous to surface navigation",38.908833,-74.757611,High
9718,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.589167,-74.016389,Low
9719,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.591769,-74.019583,Low
9720,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.578056,-74.015,Low
9735,MARTHA W,"Wreck - Submerged, dangerous to surface navigation",40.46175,-73.86264,Low
9753,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.541667,-73.98666700000003,Low
9758,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.567072,-74.007317,High
9768,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.43394,-73.88273000000002,High
2744,DOLPHIN,"Wreck - Submerged, dangerous to surface navigation",40.569769,-74.013583,Low
2752,SIMILA,"Wreck - Submerged, dangerous to surface navigation",39.673453,-74.142914,Poor
2753,HELEN J. SEITZ,"Wreck - Submerged, dangerous to surface navigation",39.595117,-74.202917,Poor
2754,ONTARIO,"Wreck - Submerged, dangerous to surface navigation",39.521981,-74.257083,High
2757,KENNEBACK,Not Charted,39.43345,-72.83286899999997,Poor
2758,MONTGOMERY,Not Charted,39.375117,-74.391258,Poor
2759,VALCHEM,Not Charted,39.375117,-73.99123900000002,Poor
2760,GEESTEMUNDE,Not Charted,39.346781,-74.44959399999998,Poor
2764,EVENING STAR,Not Charted,38.851778,-74.601267,Poor
2776,UNKNOWN,Not Charted,39.007894,-74.083283,Low
2780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.82075800000001,-74.916269,High
3100,VISCAYA,Not Charted,39.756786,-73.846236,Low
2864,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.783453,-74.082911,Poor
2600,ACARA,"Wreck - Submerged, dangerous to surface navigation",40.578369,-73.562422,Med
2616,RUSLAND,Not Charted,40.277919,-73.981103,Poor
2937,A.G. RAPES,Not Charted,39.820119,-74.077911,Poor
15203,OBSTRUCTION,"Wreck - Submerged, nondangerous",40.3275,-73.798472,High
8071,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.372481,-73.918644,High
8073,OBSTRUCTION,"Wreck - Submerged, dangerous to surface navigation",40.332556,-73.92699999999998,High
8075,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.380661,-73.940939,High
8076,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.385125,-73.943722,High
8087,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.467636,-73.926058,High
7470,BLACK WARRIOR,"Wreck - Submerged, dangerous to surface navigation",40.544083,-73.887778,High
7765,UNKNOWN,"Wreck - Submerged, nondangerous",40.4659,-73.15085,Med
7767,WOLCOTT,"Wreck - Submerged, dangerous to surface navigation",40.585361,-72.979219,Med
7768,UNKNOWN,"Wreck - Submerged, nondangerous",39.798731,-72.66730799999998,Med
7769,STEPHEN W.,"Wreck - Submerged, nondangerous",39.805478,-72.884297,Med
7770,UNKNOWN,"Wreck - Submerged, nondangerous",39.836789,-72.665364,Med
8097,OBSTRUCTION,"Wreck - Submerged, dangerous to surface navigation",40.324778,-73.9505,High
7771,CANTON MOUTH,"Wreck - Submerged, nondangerous",39.684153,-72.483575,Med
7772,C&C,"Wreck - Submerged, nondangerous",40.509392,-73.528903,Med
7773,UNKNOWN,"Wreck - Submerged, nondangerous",40.255556,-73.7951,Med
7774,HAPPY DAYS,"Wreck - Submerged, nondangerous",40.341983,-73.36639699999998,Med
7775,UNKNOWN,"Wreck - Submerged, nondangerous",40.627486,-72.417525,Med
7776,UNKNOWN,"Wreck - Submerged, nondangerous",39.822922,-72.876994,Med
7778,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.147547,-73.930514,High
7779,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.13221400000001,-73.931556,High
7780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.128853,-73.93996899999998,High
7510,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.50417,-73.8994,High
8133,KING CORBIA,"Wreck - Submerged, dangerous to surface navigation",38.845222,-74.90075,High
7516,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.91240300000001,-73.644447,High
7819,UNKNOWN,"Wreck - Submerged, nondangerous",40.263925,-73.380703,Med
8598,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.801239,-74.596453,High
7938,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.41648,-73.86457,High
7940,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.41795,-73.863,High
7943,SHINNECOCK,"Wreck - Submerged, dangerous to surface navigation",40.811,-72.496667,Med
7702,ROBERT A. SNOW,"Wreck - Submerged, dangerous to surface navigation",40.550839,-73.912578,Med
7704,BALD EAGLE,"Wreck - Submerged, nondangerous",40.368439,-73.761131,Med
7705,TENNYSON,"Wreck - Submerged, dangerous to surface navigation",40.868833,-72.154131,Med
7707,IBERIA,"Wreck - Submerged, dangerous to surface navigation",40.537703,-73.68584399999997,Med
7708,LANA CAROL,"Wreck - Submerged, dangerous to surface navigation",39.992839,-73.873942,Med
7709,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.109033,-74.029831,Med
7710,REMEDIOS PASCUAL,"Wreck - Submerged, dangerous to surface navigation",39.776631,-74.005622,Med
7711,SUMNER,"Wreck - Submerged, dangerous to surface navigation",39.745319,-74.08813599999998,Med
7712,PANTHER,"Wreck - Submerged, dangerous to surface navigation",40.84520300000001,-72.390322,Med
7714,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.542756,-73.53325799999998,Med
7715,HYLTON CASTLE,"Wreck - Submerged, dangerous to surface navigation",40.538172,-73.095433,Med
7716,CARLSON II,"Wreck - Submerged, dangerous to surface navigation",40.034375,-73.980339,Med
7717,GOOD TIMES,"Wreck - Submerged, dangerous to surface navigation",39.621228,-74.022436,Med
7718,SHIRLEY ANN,"Wreck - Submerged, nondangerous",39.623669,-74.027464,Med
7720,CORNELIA SOULE,"Wreck - Submerged, dangerous to surface navigation",40.550122,-73.891639,High
7721,DURLEY CHINE,"Wreck - Submerged, nondangerous",40.288314,-73.371144,Med
7722,HOWARD,"Wreck - Submerged, dangerous to surface navigation",40.5911,-73.50115600000002,Med
7723,HECKLER,"Wreck - Submerged, dangerous to surface navigation",41.55,-70.883661,Med
7724,AKRON,"Wreck - Submerged, nondangerous",39.437983,-73.713042,Med
7725,DOROTHY BARRETT,"Wreck - Submerged, dangerous to surface navigation",38.974111,-74.472239,Med
7726,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.352236,-74.27640799999998,Med
7727,UNKNOWN,"Wreck - Submerged, nondangerous",40.511236,-73.575994,Med
7728,DODGER,"Wreck - Submerged, nondangerous",40.484261,-73.209142,Med
7729,DUKE,"Wreck - Submerged, dangerous to surface navigation",40.559067,-73.527181,Med
7730,EUREKA,"Wreck - Submerged, nondangerous",40.315633,-73.580083,Med
7731,BA WRECK,"Wreck - Submerged, nondangerous",40.328081,-73.797758,Med
7732,SKIPPY,"Wreck - Submerged, nondangerous",40.368839,-73.22120600000002,Med
7733,TEXAS TOWER 4,"Wreck - Submerged, dangerous to surface navigation",39.799008,-72.66888900000002,Med
7735,UNKNOWN,"Wreck - Submerged, nondangerous",40.261558,-73.37815,Med
7736,FIRST LADY,Not Charted,39.228678,-74.207847,Med
7737,PAULINE MARIE,Not Charted,39.229683,-74.202525,Med
7738,MARANA ABACO,Not Charted,39.236069,-74.202336,Med
7739,STOLT DAGALI,"Wreck - Submerged, nondangerous",39.989161,-73.665722,Med
7740,THREE FAIRS,"Wreck - Submerged, nondangerous",40.351158,-73.314653,Med
7741,UNKNOWN,"Wreck - Submerged, nondangerous",40.348117,-73.273781,Med
15111,F/V ALMA,"Wreck - Submerged, dangerous to surface navigation",40.732694,-72.788889,Low
15109,SHINNECOCK,"Wreck - Submerged, dangerous to surface navigation",40.830139,-72.47927800000002,Low
4301,UNKNOWN,Wreck - Visible,40.55205,-73.917636,Low
4303,UNKNOWN,"Wreck - Submerged, nondangerous",40.588575,-73.528736,Low
4600,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.382758,-73.940106,High
4740,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.280108,-73.79124200000003,High
4683,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.9375,-74.862197,Low
4750,UNKNOWN,,40.209833,-73.76346099999998,Low
4277,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.053447,-73.944575,Low
4279,C. B. CAMPBELL,"Wreck - Submerged, dangerous to surface navigation",40.084836,-74.0143,Low
4281,DOROTHY W,Wreck - Visible,40.164003,-74.01624699999998,Low
4283,MALTA,Wreck - Visible,40.173447,-74.013192,Low
4285,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.177889,-74.009303,Low
4287,DOROTHY W,"Wreck - Submerged, dangerous to surface navigation",40.245944,-73.991247,Low
4295,G.L. 78,"Wreck - Submerged, dangerous to surface navigation",40.42736,-73.85225,High
14400,UNKNOWN,"Wreck - Submerged, nondangerous",40.43062000000001,-73.84792,High
14399,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.43943,-73.89014,High
14391,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.46044000000001,-73.88121,High
15207,VICINITY OF SHINNECOCK INLET,"Wreck - Submerged, dangerous to surface navigation",40.84327800000001,-72.48355600000002,Low
15206,VICINITY OF SHINNECOCK INLET,"Wreck - Submerged, dangerous to surface navigation",40.84325,-72.486361,Med
15117,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.631611,-73.744833,Low
15120,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.661683,-73.817914,Med
15121,WRECK,Wreck - Visible,40.616631,-73.894361,Low
15122,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.608667,-73.88905600000002,Low
15123,WRECK,Wreck - Visible,40.603997,-73.897653,Low
15124,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.605722,-73.8965,Low
15125,WRECK,Wreck - Visible,40.60615,-73.917694,Low
15130,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.577361,-74.044722,High
15131,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.5615,-74.004333,High
15182,OBSTRUCTION,"Wreck - Submerged, dangerous to surface navigation",41.036222,-73.36425,High
15119,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.601667,-73.803333,Low
15126,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.586033,-74.001172,Low
15127,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.58580300000001,-74.000375,Low
15128,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.584231,-74.001294,Low
15068,FOUR ACES,"Wreck - Submerged, dangerous to surface navigation",30.105083,-85.87491700000002,Low
14921,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.135,-85.731583,Low
8790,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.460083,-86.225139,High
8802,DANIA,"Wreck - Submerged, dangerous to surface navigation",27.754889,-82.51830600000002,High
8810,F/V CAPT J,"Wreck - Submerged, dangerous to surface navigation",27.783436,-82.559397,High
8811,BRETON II,"Wreck - Submerged, dangerous to surface navigation",27.782192,-82.493994,Low
8748,UNKNOWN,"Wreck - Submerged, nondangerous",30.300419,-87.14085,High
8749,UNKNOWN,"Wreck - Submerged, nondangerous",30.289836,-87.15351899999996,High
178,BELMONT,"Wreck - Submerged, dangerous to surface navigation",27.625308,-82.86649200000002,Low
181,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.666972,-82.99982800000002,Low
183,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.681139,-82.95205,Low
193,SEA GAL,,27.786969,-82.824825,Low
196,UNKNOWN,Not Charted,27.868631,-83.128167,Poor
199,THATS-A-MY-BOAT,"Wreck - Submerged, dangerous to surface navigation",27.943906,-83.02510799999997,Poor
200,UNKNOWN,Not Charted,27.946961,-83.128167,Low
202,UNKNOWN,Not Charted,27.966961,-83.1165,Low
203,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.968353000000004,-82.834547,Low
204,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.976961,-82.948161,Low
205,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.000294,-82.833158,Low
206,GULFPORT,Not Charted,28.000294,-82.999831,Poor
209,EMPRESS ANN,"Wreck - Submerged, dangerous to surface navigation",28.133621999999995,-82.849825,Low
217,UNKNOWN,Not Charted,28.216942,-83.716522,Low
222,NONA GALE,"Wreck - Submerged, dangerous to surface navigation",28.298611,-83.301508,Low
232,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.270278,-83.306508,Low
244,HOLLISWOOD,Not Charted,28.491928,-84.016533,Poor
311,S.C. LOVELAND,Not Charted,29.000239,-84.383217,Low
317,ENJOY,"Wreck - Submerged, dangerous to surface navigation",29.046903000000004,-84.42321899999997,Low
376,EMPIRE MICA,"Wreck - Submerged, dangerous to surface navigation",29.315222,-85.353247,Low
416,UNKNOWN,Not Charted,29.628547,-85.097411,Poor
417,UNKNOWN,Not Charted,29.633547,-85.816594,Low
418,THELMA,Not Charted,29.633547,-85.949931,Low
430,BEN,Not Charted,29.850211,-84.083217,Low
435,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.000206,-87.349972,Low
438,HAPPY FOUR,"Wreck - Submerged, dangerous to surface navigation",30.050206,-87.133297,Low
440,UNKNOWN,"Wreck - Submerged, nondangerous",30.095206,-86.941625,Low
441,UNKNOWN,Not Charted,30.096039,-86.941625,Low
445,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.196869,-87.941661,Low
446,SAN PABLO,"Wreck - Submerged, dangerous to surface navigation",30.188856,-87.21735,High
449,MAGNOLIA,"Wreck - Submerged, dangerous to surface navigation",30.21378300000001,-88.03560300000002,High
450,UNKNOWN,"Wreck - Submerged, nondangerous",30.218536,-86.701619,Med
462,UNKNOWN,Not Charted,30.342506,-86.71100799999998,High
464,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.387697,-86.778289,Med
756,UNKNOWN,"Wreck - Submerged, nondangerous",30.289089,-87.153725,High
760,SPORT,Wreck - Visible,30.3202,-87.24108100000002,Med
777,SEAWEED V,,29.798544,-84.333225,Low
140,UNKNOWN,Not Charted,26.763956,-82.84621899999998,Low
141,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.764025,-82.846192,Med
149,DOLORES,,27.01700300000001,-82.31648100000002,Poor
497,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.850211,-84.199889,Low
154,ANTONIA ENSEN,Not Charted,27.086997,-82.68315600000003,Low
155,UNKNOWN,Not Charted,27.086997,-82.68315600000003,Low
164,ZALOPHUS,Not Charted,27.350322,-82.63315300000002,Low
173,MAGEWIND,Wreck - Visible,27.582256,-82.75954399999998,Low
174,BLUE STACK 79,,27.583642,-83.09983299999998,Low
7082,USS MASSACHUSETTS,Wreck - Visible,30.296840000000003,-87.311723,Med
7084,CATHERINE,"Wreck - Submerged, nondangerous",30.31258900000001,-87.266553,High
7085,UNKNOWN,Not Charted,30.314172,-87.324111,Med
7094,UNKNOWN,Not Charted,30.3302,-87.31433299999998,High
7095,RHODA,"Wreck - Submerged, dangerous to surface navigation",30.326381,-87.249581,High
7100,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.323253,-87.255525,Low
7101,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.403531,-87.25219200000002,High
7102,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.404253000000004,-87.253303,High
7103,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.405039,-87.259936,High
7106,UNKNOWN,Wreck - Visible,30.364122,-87.268536,High
7107,UNKNOWN,Wreck - Visible,30.402308,-87.266386,Med
7138,UNKNOWN,"Wreck - Submerged, nondangerous",30.045603000000003,-87.669014,High
7139,UNKNOWN,"Wreck - Submerged, nondangerous",30.001617,-87.703592,High
7140,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.065503000000003,-87.708619,High
7141,UNKNOWN,"Wreck - Submerged, nondangerous",29.967161,-87.63171700000002,High
7142,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.034597,-87.698675,High
7145,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.230203000000003,-88.02721899999996,Low
7146,UNKNOWN,"Wreck - Submerged, nondangerous",30.231036,-88.019997,Low
7147,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.231869,-88.025553,Low
7148,UNKNOWN,Wreck - Visible,30.231869,-88.01749699999998,High
7149,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.23325800000001,-88.016664,High
7150,UNKNOWN,Wreck - Visible,30.251036,-88.079442,High
7158,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.386744,-87.885311,High
6888,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.42345,-86.322325,High
6892,UNKNOWN,Wreck - Visible,30.460761,-86.30367199999998,High
6895,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.489444,-86.202214,High
7183,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.64965,-83.057303,High
6897,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.464806,-86.154917,High
6898,UNKNOWN,Wreck - Visible,30.47300000000001,-86.13691700000004,High
6924,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.146325,-85.63144399999999,High
6953,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.228944,-87.54951899999998,High
6954,KAWLIQAH,"Wreck - Submerged, dangerous to surface navigation",30.24663300000001,-87.549839,High
6955,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.254297,-87.56141099999998,High
6959,MARITIMER,"Wreck - Submerged, nondangerous",30.015208,-86.713286,Low
6963,HENDRY BARGE NO.20,"Wreck - Submerged, dangerous to surface navigation",29.841878,-84.154886,Low
7071,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.087578000000004,-87.576594,High
2408,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.336231,-87.826433,High
1490,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.243731,-87.698039,High
1730,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.783678,-82.35815,Low
2467,DRIFTER,Wreck - Visible,29.866878000000003,-83.994881,Low
2473,MISS ALINE,,29.650775,-84.070714,Low
1772,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.218889,-87.32315,High
1324,UNKNOWN,,30.062706,-84.190169,Low
1367,FILLETE,"Wreck - Submerged, dangerous to surface navigation",28.616933000000003,-82.783158,Low
12458,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.394111,-87.19197199999998,High
12461,MISS LIZ,"Wreck - Submerged, dangerous to surface navigation",30.389919,-87.230525,Low
12462,MISS LIZ,"Wreck - Submerged, dangerous to surface navigation",30.400197,-87.221636,Poor
12463,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.396165000000003,-87.225975,High
12465,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.3305,-87.31394399999998,Low
13333,UNKNOWN,Wreck - Visible,30.151667,-88.056667,High
13961,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.922583000000003,-82.423811,High
13966,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.914694,-82.428342,High
13967,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.743486,-82.611944,High
12361,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.232972,-88.0205,Low
10265,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.524647,-82.6611,High
10266,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.518639,-82.687028,Poor
10267,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.517333,-82.687861,Low
10269,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.521981,-82.7051,Low
10270,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.535306,-82.705972,Low
10272,MAGEWIND,"Wreck - Submerged, dangerous to surface navigation",27.581972,-82.75980600000003,Low
10279,UNKNOWN,Wreck - Visible,27.734211,-82.692667,High
10282,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.510622,-82.541736,High
10324,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.60215800000001,-82.82560600000002,High
10037,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.717147,-82.549869,High
10038,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.429492,-87.158783,High
10050,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.60633300000001,-82.786222,High
10051,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.606717,-82.80675,High
10054,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.713481,-82.611261,High
10055,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.680594,-82.605758,High
10057,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.790928000000005,-82.467669,High
10064,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.786,-82.594278,High
10067,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.845383,-82.559925,High
9754,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.570931,-82.757583,High
10101,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.981131,-82.61981899999998,Med
10105,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.963681,-82.564897,Low
10107,UNKNOWN,Wreck - Visible,27.867686,-82.537311,High
10110,UNKNOWN,Wreck - Visible,27.853583,-82.618139,Poor
9379,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.813333,-82.476667,Low
9380,UNKNOWN,Wreck - Visible,30.575556,-87.008889,High
10111,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.805178,-82.59347199999998,Low
10113,TONGA,"Wreck - Submerged, dangerous to surface navigation",27.795778,-82.60902800000002,Low
10115,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.825303,-82.46815,Low
10118,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.883636,-82.416483,Low
10121,UNKNOWN,Wreck - Visible,27.795453,-82.419483,High
10127,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.759194,-82.47815,Low
10132,BOORY STAR,Wreck - Visible,27.721667,-82.496667,Low
10136,UNKNOWN,Wreck - Visible,27.635,-82.666667,Low
10138,UNKNOWN,Wreck - Visible,27.546972,-82.61925,Low
10139,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.567731,-82.574125,High
10140,UNKNOWN,Wreck - Visible,27.528139000000003,-82.608194,Poor
10146,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.509639,-82.688194,Low
10149,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.655944,-82.683503,High
9833,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.598578000000003,-82.680536,High
10173,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.72308300000001,-82.709822,Low
3195,F/V CRAWFISH,"Wreck - Submerged, nondangerous",30.000206,-87.416639,Low
2649,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.766967,-83.316506,Low
2656,TARPON,"Wreck - Submerged, nondangerous",30.09470300000001,-85.942433,Med
2659,PEGGY G,"Wreck - Submerged, dangerous to surface navigation",30.200203,-88.016661,High
2670,GUNSMOKE,"Wreck - Submerged, dangerous to surface navigation",27.559181,-83.08466700000002,High
3480,NEW MOON,"Wreck - Submerged, dangerous to surface navigation",29.63355,-84.466561,Low
3510,UNKNOWN,Wreck - Visible,30.313256,-87.72081899999998,Med
3518,UNKNOWN,Wreck - Visible,30.264725,-88.1131,High
3520,UNKNOWN,Wreck - Visible,30.261036,-88.106386,High
3565,BEV ADELE,Wreck - Visible,30.375197,-88.079164,Low
2731,PAN DALLAS,,29.611881,-84.95490799999997,Low
2735,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.145522,-85.631692,
2736,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.140522,-85.633178,High
3056,GIGI IV,"Wreck - Submerged, dangerous to surface navigation",29.67355,-84.333225,Low
3524,BUNGE 401,"Wreck - Submerged, dangerous to surface navigation",30.258536,-88.041664,Low
3526,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.335478,-88.100275,Low
3529,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.344936,-88.06166400000002,Low
3531,UNKNOWN,Wreck - Visible,30.3227,-88.032775,Low
3532,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.2802,-88.059997,Low
3533,CBC-21,"Wreck - Submerged, dangerous to surface navigation",30.283256,-88.043053,Low
3536,BETTY J,"Wreck - Submerged, dangerous to surface navigation",30.249925,-87.999994,Low
2739,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.109575,-85.683903,High
3073,FRANCILLE,"Wreck - Submerged, dangerous to surface navigation",29.966872,-84.333228,Low
3078,MISS TAMMY,"Wreck - Submerged, dangerous to surface navigation",29.818544,-84.371561,Low
3572,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.545192,-87.90526899999998,Low
3573,REECI-D,"Wreck - Submerged, dangerous to surface navigation",30.541858,-87.910269,Low
3580,UNKNOWN,Wreck - Visible,30.386031,-87.826378,High
3128,UNKNOWN,Wreck - Visible,30.118883,-85.728981,Low
3131,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.112394,-85.70236700000002,High
3132,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.146053,-85.632139,High
3133,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.14645,-85.632008,
3141,E.E. SIMPSON,"Wreck - Submerged, dangerous to surface navigation",30.053581,-85.621578,High
2865,SANDY P,"Wreck - Submerged, dangerous to surface navigation",29.816875,-84.6249,Low
2884,KINGFISHER,"Wreck - Submerged, nondangerous",26.833669,-83.166503,Low
2895,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.117283,-85.70411700000002,High
2896,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.130533000000003,-85.724558,High
3168,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.833544,-84.383228,Low
3171,YANKEE CLIPPER,"Wreck - Submerged, dangerous to surface navigation",29.983539,-85.66659399999998,Low
